YUCATAN Infectados-totales 	 Recuperados 
142.0	1789.3545085394592	1108.7778286406465
143.0	1838.8172245945264	1155.2417160863959
144.0	1888.163850126606	1202.2304812538573
145.0	1937.3565725218593	1249.694723932734
146.0	1986.3590268862956	1297.5850377195045
147.0	2035.13633005996	1345.852177301208
148.0	2083.6551068868234	1394.4472165490643
149.0	2131.88350916713	1443.3216970289147
150.0	2179.7912277295422	1492.4277666413604
151.0	2227.3494980665137	1541.7183082034226
152.0	2274.5310999783815	1591.1470578750877
153.0	2321.31035167019	1640.668713417984
154.0	2367.6630987405083	1690.2390323496475
155.0	2413.5666984940517	1739.8149201252452
156.0	2459.0	1789.3545085394592
157.0	2503.943320305927	1838.8172245945264
158.0	2548.378417203566	1888.163850126606
159.0	2592.2884589275245	1937.3565725218593
160.0	2635.657991151781	1986.3590268862956
161.0	2678.4729016316987	2035.13633005996
162.0	2720.7203828214783	2083.6551068868234
163.0	2762.3888927788203	2131.88350916713
164.0	2803.468114650098	2179.7912277295422
165.0	2843.948915010892	2227.3494980665137
166.0	2883.823301318294	2274.5310999783815
167.0	2923.0843787132367	2321.31035167019
168.0	2961.72630639325	2367.6630987405083
169.0	2999.7442537585957	2413.5666984940517
170.0	3037.134356517878	2459.0
171.0	3073.893672922813	2503.943320305927
172.0	3110.0201402861967	2548.378417203566
173.0	3145.512531922045	2592.2884589275245
174.0	3180.3704146325395	2635.657991151781
175.0	3214.594106852806	2678.4729016316987
176.0	3248.184637551681	2720.7203828214783
177.0	3281.143705974461	2762.3888927788203
178.0	3313.473642302256	2803.468114650098
179.0	3345.1773692918864	2843.948915010892
180.0	3376.258364950332	2883.823301318294
